Model Segment	Date	Prdcted_Kd
6_N_MTB	2008-07-15	0.333
6_N_MTB	2008-09-15	0.320
6_N_MTB	2008-10-15	0.246
6_N_MTB	2008-11-15	0.207
6_N_MTB	2008-12-15	0.164
6_N_MTB	2009-01-15	0.124
6_N_MTB	2009-02-15	0.117
6_N_MTB	2009-03-15	0.146
6_N_MTB	2009-04-15	0.197
6_N_MTB	2009-05-15	0.242
6_N_MTB	2009-06-15	0.294
6_N_MTB	2009-07-15	0.358
6_N_MTB	2009-08-15	0.380
6_N_MTB	2009-09-15	0.351
6_N_MTB	2009-10-15	0.283
6_N_MTB	2009-11-15	0.230
6_N_MTB	2009-12-15	0.189
6_N_MTB	2010-01-15	0.166
6_N_MTB	2010-02-15	0.155
6_N_MTB	2010-03-15	0.195
6_N_MTB	2010-04-15	0.247
6_N_MTB	2010-05-15	0.251
6_N_MTB	2010-06-15	0.280
6_N_MTB	2010-07-15	0.339
6_N_MTB	2010-09-15	0.333
6_N_MTB	2010-10-15	0.268
6_N_MTB	2010-11-15	0.215
6_N_MTB	2010-12-15	0.153
6_N_MTB	2011-01-15	0.151
6_N_MTB	2011-02-15	0.146
6_N_MTB	2011-03-15	0.171
6_N_MTB	2011-04-15	0.236
6_N_MTB	2011-05-15	0.245
6_N_MTB	2011-06-15	0.270
6_N_MTB	2011-07-15	0.330
6_N_MTB	2011-08-15	0.360
6_N_MTB	2011-09-15	0.334
6_N_MTB	2011-10-15	0.271
6_N_MTB	2011-11-15	0.230
6_N_MTB	2011-12-15	0.179
6_N_MTB	2012-01-15	0.147
6_N_MTB	2012-02-15	0.147
6_N_MTB	2012-03-15	0.164
6_N_MTB	2012-04-15	0.205
6_N_MTB	2012-05-15	0.224
6_N_MTB	2012-06-15	0.269
6_N_MTB	2012-07-15	0.343
6_N_MTB	2012-08-15	0.386
6_N_MTB	2012-09-15	0.355
6_N_MTB	2012-10-15	0.285
6_N_MTB	2012-11-15	0.221
6_N_MTB	2012-12-15	0.176
6_N_MTB	2013-01-15	0.142
6_N_MTB	2013-02-15	0.125
6_N_MTB	2013-03-15	0.160
6_N_MTB	2013-04-15	0.222
6_N_MTB	2013-05-15	0.236
6_N_MTB	2013-06-15	0.280
6_N_MTB	2013-07-15	0.349
6_N_MTB	2013-08-15	0.381
6_N_MTB	2013-09-15	0.351
6_N_MTB	2013-10-15	0.281
6_N_MTB	2013-11-15	0.226
6_N_MTB	2013-12-15	0.173
6_N_MTB	2014-01-15	0.140
6_N_MTB	2014-02-15	0.145
6_N_MTB	2014-03-15	0.175
6_N_MTB	2014-04-15	0.223
6_N_MTB	2014-05-15	0.239
6_N_MTB	2014-06-15	0.274
6_N_MTB	2014-07-15	0.336
6_N_MTB	2014-08-15	0.353
6_N_MTB	2014-09-15	0.335
6_N_MTB	2014-10-15	0.283
6_N_MTB	2014-11-15	0.231
6_N_MTB	2014-12-15	0.187
6_N_MTB	2015-01-15	0.156
6_N_MTB	2015-02-15	0.146
6_N_MTB	2015-03-15	0.180
6_N_MTB	2015-04-15	0.225
6_N_MTB	2015-05-15	0.236
6_N_MTB	2015-06-15	0.265
6_N_MTB	2015-07-15	0.334
6_N_MTB	2015-08-15	0.384
6_N_MTB	2015-09-15	0.356
6_N_MTB	2015-10-15	0.281
6_N_MTB	2015-11-15	0.235
6_N_MTB	2015-12-15	0.185
6_N_MTB	2016-01-15	0.148
6_N_MTB	2016-02-15	0.151
6_N_MTB	2016-03-15	0.181
6_N_MTB	2016-04-15	0.225
6_N_MTB	2016-05-15	0.244
6_N_MTB	2016-06-15	0.286
6_N_MTB	2016-07-15	0.339
6_N_MTB	2016-08-15	0.376
6_N_MTB	2016-09-15	0.357
6_N_MTB	2016-10-15	0.288
6_N_MTB	2016-11-15	0.238
6_N_MTB	2016-12-15	0.185
7_C_MTB	2005-02-15	0.131
7_C_MTB	2005-03-15	0.151
7_C_MTB	2005-04-15	0.198
7_C_MTB	2005-05-15	0.216
7_C_MTB	2005-06-15	0.262
7_C_MTB	2005-07-15	0.319
7_C_MTB	2005-08-15	0.327
7_C_MTB	2005-09-15	0.301
7_C_MTB	2005-10-15	0.246
7_C_MTB	2005-11-15	0.202
7_C_MTB	2005-12-15	0.158
7_C_MTB	2006-01-15	0.143
7_C_MTB	2006-02-15	0.135
7_C_MTB	2006-03-15	0.149
7_C_MTB	2006-04-15	0.189
7_C_MTB	2006-05-15	0.201
7_C_MTB	2006-06-15	0.233
7_C_MTB	2006-07-15	0.320
7_C_MTB	2006-08-15	0.341
7_C_MTB	2006-09-15	0.313
7_C_MTB	2006-10-15	0.247
7_C_MTB	2006-11-15	0.194
7_C_MTB	2006-12-15	0.153
7_C_MTB	2007-01-15	0.130
7_C_MTB	2007-02-15	0.113
7_C_MTB	2007-03-15	0.134
7_C_MTB	2007-04-15	0.224
7_C_MTB	2007-05-15	0.248
7_C_MTB	2007-06-15	0.241
7_C_MTB	2007-07-15	0.285
7_C_MTB	2007-08-15	0.309
7_C_MTB	2007-09-15	0.283
7_C_MTB	2007-10-15	0.232
7_C_MTB	2007-11-15	0.188
7_C_MTB	2007-12-15	0.150
7_C_MTB	2008-01-15	0.121
7_C_MTB	2008-02-15	0.131
7_C_MTB	2008-03-15	0.170
7_C_MTB	2008-04-15	0.216
7_C_MTB	2008-05-15	0.213
7_C_MTB	2008-06-15	0.243
7_C_MTB	2008-07-15	0.294
7_C_MTB	2008-08-15	0.312
7_C_MTB	2008-09-15	0.282
7_C_MTB	2008-10-15	0.217
7_C_MTB	2008-11-15	0.181
7_C_MTB	2008-12-15	0.144
7_C_MTB	2009-01-15	0.108
7_C_MTB	2009-02-15	0.103
7_C_MTB	2009-03-15	0.128
7_C_MTB	2009-04-15	0.173
7_C_MTB	2009-05-15	0.215
7_C_MTB	2009-06-15	0.260
7_C_MTB	2009-07-15	0.318
7_C_MTB	2009-08-15	0.338
7_C_MTB	2009-09-15	0.311
7_C_MTB	2009-10-15	0.251
7_C_MTB	2009-11-15	0.205
7_C_MTB	2009-12-15	0.169
7_C_MTB	2010-01-15	0.147
7_C_MTB	2010-02-15	0.136
7_C_MTB	2010-03-15	0.172
7_C_MTB	2010-04-15	0.218
7_C_MTB	2010-05-15	0.222
7_C_MTB	2010-06-15	0.249
7_C_MTB	2010-07-15	0.301
7_C_MTB	2010-08-15	0.319
7_C_MTB	2010-09-15	0.295
7_C_MTB	2010-10-15	0.237
7_C_MTB	2010-11-15	0.189
7_C_MTB	2010-12-15	0.134
7_C_MTB	2011-01-15	0.133
7_C_MTB	2011-02-15	0.131
7_C_MTB	2011-03-15	0.152
7_C_MTB	2011-04-15	0.208
7_C_MTB	2011-05-15	0.217
7_C_MTB	2011-06-15	0.239
7_C_MTB	2011-07-15	0.291
7_C_MTB	2011-08-15	0.317
7_C_MTB	2011-09-15	0.295
7_C_MTB	2011-10-15	0.237
7_C_MTB	2011-11-15	0.202
7_C_MTB	2011-12-15	0.158
7_C_MTB	2012-01-15	0.130
7_C_MTB	2012-02-15	0.132
7_C_MTB	2012-03-15	0.146
7_C_MTB	2012-04-15	0.181
7_C_MTB	2012-05-15	0.199
7_C_MTB	2012-06-15	0.237
7_C_MTB	2012-07-15	0.300
7_C_MTB	2012-08-15	0.338
7_C_MTB	2012-09-15	0.311
7_C_MTB	2012-10-15	0.249
7_C_MTB	2012-11-15	0.193
7_C_MTB	2012-12-15	0.155
7_C_MTB	2013-01-15	0.126
7_C_MTB	2013-02-15	0.111
7_C_MTB	2013-03-15	0.142
7_C_MTB	2013-04-15	0.197
7_C_MTB	2013-05-15	0.209
7_C_MTB	2013-06-15	0.246
7_C_MTB	2013-07-15	0.306
7_C_MTB	2013-08-15	0.335
7_C_MTB	2013-09-15	0.310
7_C_MTB	2013-10-15	0.248
7_C_MTB	2013-11-15	0.199
7_C_MTB	2013-12-15	0.153
7_C_MTB	2014-01-15	0.124
7_C_MTB	2014-02-15	0.128
7_C_MTB	2014-03-15	0.155
7_C_MTB	2014-04-15	0.198
7_C_MTB	2014-05-15	0.212
7_C_MTB	2014-06-15	0.243
7_C_MTB	2014-07-15	0.296
7_C_MTB	2014-08-15	0.312
7_C_MTB	2014-09-15	0.296
7_C_MTB	2014-10-15	0.248
7_C_MTB	2014-11-15	0.203
7_C_MTB	2014-12-15	0.164
7_C_MTB	2015-01-15	0.137
7_C_MTB	2015-02-15	0.128
7_C_MTB	2015-03-15	0.158
7_C_MTB	2015-04-15	0.199
7_C_MTB	2015-05-15	0.210
7_C_MTB	2015-06-15	0.234
7_C_MTB	2015-07-15	0.295
7_C_MTB	2015-08-15	0.338
7_C_MTB	2015-09-15	0.314
7_C_MTB	2015-10-15	0.248
7_C_MTB	2015-11-15	0.207
7_C_MTB	2015-12-15	0.163
7_C_MTB	2016-01-15	0.130
7_C_MTB	2016-02-15	0.132
7_C_MTB	2016-03-15	0.160
7_C_MTB	2016-04-15	0.198
7_C_MTB	2016-05-15	0.217
7_C_MTB	2016-06-15	0.253
7_C_MTB	2016-07-15	0.299
7_C_MTB	2016-08-15	0.331
7_C_MTB	2016-09-15	0.314
7_C_MTB	2016-10-15	0.252
7_C_MTB	2016-11-15	0.209
7_C_MTB	2016-12-15	0.164
8_S_MTB	2005-02-15	0.112
8_S_MTB	2005-03-15	0.126
8_S_MTB	2005-04-15	0.161
8_S_MTB	2005-05-15	0.175
8_S_MTB	2005-06-15	0.209
8_S_MTB	2005-07-15	0.262
8_S_MTB	2005-08-15	0.261
8_S_MTB	2005-09-15	0.256
8_S_MTB	2005-10-15	0.202
8_S_MTB	2005-11-15	0.166
8_S_MTB	2005-12-15	0.128
8_S_MTB	2006-01-15	0.120
8_S_MTB	2006-02-15	0.109
8_S_MTB	2006-03-15	0.121
8_S_MTB	2006-04-15	0.156
8_S_MTB	2006-05-15	0.163
8_S_MTB	2006-06-15	0.187
8_S_MTB	2006-07-15	0.254
8_S_MTB	2006-08-15	0.268
8_S_MTB	2006-09-15	0.257
8_S_MTB	2006-10-15	0.201
8_S_MTB	2006-11-15	0.153
8_S_MTB	2006-12-15	0.119
8_S_MTB	2007-01-15	0.103
8_S_MTB	2007-02-15	0.088
8_S_MTB	2007-03-15	0.110
8_S_MTB	2007-04-15	0.222
8_S_MTB	2007-05-15	0.215
8_S_MTB	2007-06-15	0.191
8_S_MTB	2007-07-15	0.227
8_S_MTB	2007-08-15	0.246
8_S_MTB	2007-09-15	0.220
8_S_MTB	2007-10-15	0.179
8_S_MTB	2007-11-15	0.144
8_S_MTB	2007-12-15	0.120
8_S_MTB	2008-01-15	0.095
8_S_MTB	2008-02-15	0.114
8_S_MTB	2008-03-15	0.155
8_S_MTB	2008-04-15	0.177
8_S_MTB	2008-05-15	0.172
8_S_MTB	2008-06-15	0.201
8_S_MTB	2008-07-15	0.231
8_S_MTB	2008-08-15	0.242
8_S_MTB	2008-09-15	0.221
8_S_MTB	2008-10-15	0.169
8_S_MTB	2008-11-15	0.138
8_S_MTB	2008-12-15	0.108
8_S_MTB	2009-01-15	0.079
8_S_MTB	2009-02-15	0.079
8_S_MTB	2009-03-15	0.101
8_S_MTB	2009-04-15	0.134
8_S_MTB	2009-05-15	0.181
8_S_MTB	2009-06-15	0.215
8_S_MTB	2009-07-15	0.264
8_S_MTB	2009-08-15	0.282
8_S_MTB	2009-09-15	0.252
8_S_MTB	2009-10-15	0.209
8_S_MTB	2009-11-15	0.174
8_S_MTB	2009-12-15	0.146
8_S_MTB	2010-01-15	0.123
8_S_MTB	2010-02-15	0.113
8_S_MTB	2010-03-15	0.145
8_S_MTB	2010-04-15	0.176
8_S_MTB	2010-05-15	0.181
8_S_MTB	2010-06-15	0.207
8_S_MTB	2010-07-15	0.243
8_S_MTB	2010-08-15	0.254
8_S_MTB	2010-09-15	0.237
8_S_MTB	2010-10-15	0.194
8_S_MTB	2010-11-15	0.149
8_S_MTB	2010-12-15	0.104
8_S_MTB	2011-01-15	0.109
8_S_MTB	2011-02-15	0.115
8_S_MTB	2011-03-15	0.135
8_S_MTB	2011-04-15	0.172
8_S_MTB	2011-05-15	0.177
8_S_MTB	2011-06-15	0.196
8_S_MTB	2011-07-15	0.232
8_S_MTB	2011-08-15	0.247
8_S_MTB	2011-09-15	0.228
8_S_MTB	2011-10-15	0.187
8_S_MTB	2011-11-15	0.161
8_S_MTB	2011-12-15	0.128
8_S_MTB	2012-01-15	0.111
8_S_MTB	2012-02-15	0.121
8_S_MTB	2012-03-15	0.126
8_S_MTB	2012-04-15	0.148
8_S_MTB	2012-05-15	0.163
8_S_MTB	2012-06-15	0.187
8_S_MTB	2012-07-15	0.232
8_S_MTB	2012-08-15	0.263
8_S_MTB	2012-09-15	0.243
8_S_MTB	2012-10-15	0.192
8_S_MTB	2012-11-15	0.148
8_S_MTB	2012-12-15	0.126
8_S_MTB	2013-01-15	0.107
8_S_MTB	2013-02-15	0.097
8_S_MTB	2013-03-15	0.122
8_S_MTB	2013-04-15	0.164
8_S_MTB	2013-05-15	0.171
8_S_MTB	2013-06-15	0.195
8_S_MTB	2013-07-15	0.240
8_S_MTB	2013-08-15	0.264
8_S_MTB	2013-09-15	0.245
8_S_MTB	2013-10-15	0.197
8_S_MTB	2013-11-15	0.160
8_S_MTB	2013-12-15	0.126
8_S_MTB	2014-01-15	0.101
8_S_MTB	2014-02-15	0.109
8_S_MTB	2014-03-15	0.134
8_S_MTB	2014-04-15	0.164
8_S_MTB	2014-05-15	0.174
8_S_MTB	2014-06-15	0.198
8_S_MTB	2014-07-15	0.235
8_S_MTB	2014-08-15	0.246
8_S_MTB	2014-09-15	0.233
8_S_MTB	2014-10-15	0.197
8_S_MTB	2014-11-15	0.161
8_S_MTB	2014-12-15	0.132
8_S_MTB	2015-01-15	0.111
8_S_MTB	2015-02-15	0.104
8_S_MTB	2015-04-15	0.164
8_S_MTB	2015-05-15	0.170
8_S_MTB	2015-06-15	0.183
8_S_MTB	2015-07-15	0.229
8_S_MTB	2015-08-15	0.262
8_S_MTB	2015-09-15	0.246
8_S_MTB	2015-10-15	0.197
8_S_MTB	2015-11-15	0.167
8_S_MTB	2015-12-15	0.133
8_S_MTB	2016-01-15	0.103
8_S_MTB	2016-02-15	0.108
8_S_MTB	2016-03-15	0.134
8_S_MTB	2016-04-15	0.162
8_S_MTB	2016-05-15	0.179
8_S_MTB	2016-06-15	0.205
8_S_MTB	2016-07-15	0.236
8_S_MTB	2016-08-15	0.261
8_S_MTB	2016-09-15	0.247
8_S_MTB	2016-10-15	0.198
8_S_MTB	2016-11-15	0.168
8_S_MTB	2016-12-15	0.136
9_N_LTB	2005-02-15	0.111
9_N_LTB	2005-03-15	0.119
9_N_LTB	2005-04-15	0.148
9_N_LTB	2005-05-15	0.156
9_N_LTB	2005-06-15	0.187
9_N_LTB	2005-07-15	0.262
9_N_LTB	2005-08-15	0.232
9_N_LTB	2005-09-15	0.257
9_N_LTB	2005-10-15	0.184
9_N_LTB	2005-11-15	0.158
9_N_LTB	2005-12-15	0.114
9_N_LTB	2006-01-15	0.107
9_N_LTB	2006-02-15	0.088
9_N_LTB	2006-03-15	0.105
9_N_LTB	2006-04-15	0.145
9_N_LTB	2006-05-15	0.149
9_N_LTB	2006-06-15	0.173
9_N_LTB	2006-07-15	0.233
9_N_LTB	2006-08-15	0.226
9_N_LTB	2006-09-15	0.241
9_N_LTB	2006-10-15	0.185
9_N_LTB	2006-11-15	0.126
9_N_LTB	2006-12-15	0.092
9_N_LTB	2007-01-15	0.082
9_N_LTB	2007-02-15	0.067
9_N_LTB	2007-03-15	0.099
9_N_LTB	2007-04-15	0.252
9_N_LTB	2007-05-15	0.198
9_N_LTB	2007-06-15	0.165
9_N_LTB	2007-07-15	0.198
9_N_LTB	2007-08-15	0.210
9_N_LTB	2007-09-15	0.173
9_N_LTB	2007-10-15	0.141
9_N_LTB	2007-11-15	0.112
9_N_LTB	2007-12-15	0.100
9_N_LTB	2008-01-15	0.074
9_N_LTB	2008-02-15	0.105
9_N_LTB	2008-03-15	0.154
9_N_LTB	2008-04-15	0.151
9_N_LTB	2008-05-15	0.152
9_N_LTB	2008-06-15	0.188
9_N_LTB	2008-07-15	0.190
9_N_LTB	2008-08-15	0.194
9_N_LTB	2008-09-15	0.180
9_N_LTB	2008-10-15	0.139
9_N_LTB	2008-11-15	0.102
9_N_LTB	2008-12-15	0.076
9_N_LTB	2009-01-15	0.056
9_N_LTB	2009-02-15	0.065
9_N_LTB	2009-03-15	0.082
9_N_LTB	2009-04-15	0.112
9_N_LTB	2009-05-15	0.173
9_N_LTB	2009-06-15	0.198
9_N_LTB	2009-07-15	0.254
9_N_LTB	2009-08-15	0.270
9_N_LTB	2009-09-15	0.225
9_N_LTB	2009-10-15	0.203
9_N_LTB	2009-11-15	0.170
9_N_LTB	2009-12-15	0.141
9_N_LTB	2010-01-15	0.109
9_N_LTB	2010-02-15	0.097
9_N_LTB	2010-03-15	0.133
9_N_LTB	2010-04-15	0.156
9_N_LTB	2010-05-15	0.165
9_N_LTB	2010-06-15	0.199
9_N_LTB	2010-07-15	0.215
9_N_LTB	2010-08-15	0.218
9_N_LTB	2010-09-15	0.208
9_N_LTB	2010-10-15	0.175
9_N_LTB	2010-11-15	0.123
9_N_LTB	2010-12-15	0.089
9_N_LTB	2011-01-15	0.100
9_N_LTB	2011-02-15	0.120
9_N_LTB	2011-03-15	0.141
9_N_LTB	2011-04-15	0.164
9_N_LTB	2011-05-15	0.166
9_N_LTB	2011-06-15	0.187
9_N_LTB	2011-07-15	0.203
9_N_LTB	2011-08-15	0.201
9_N_LTB	2011-09-15	0.184
9_N_LTB	2011-10-15	0.157
9_N_LTB	2011-11-15	0.136
9_N_LTB	2011-12-15	0.115
9_N_LTB	2012-01-15	0.110
9_N_LTB	2012-02-15	0.134
9_N_LTB	2012-03-15	0.130
9_N_LTB	2012-04-15	0.141
9_N_LTB	2012-05-15	0.152
9_N_LTB	2012-06-15	0.159
9_N_LTB	2012-07-15	0.190
9_N_LTB	2012-08-15	0.215
9_N_LTB	2012-09-15	0.205
9_N_LTB	2012-10-15	0.158
9_N_LTB	2012-11-15	0.123
9_N_LTB	2012-12-15	0.117
9_N_LTB	2013-01-15	0.108
9_N_LTB	2013-02-15	0.102
9_N_LTB	2013-03-15	0.120
9_N_LTB	2013-04-15	0.157
9_N_LTB	2013-05-15	0.160
9_N_LTB	2013-06-15	0.171
9_N_LTB	2013-07-15	0.201
9_N_LTB	2013-08-15	0.217
9_N_LTB	2013-09-15	0.202
9_N_LTB	2013-10-15	0.171
9_N_LTB	2013-11-15	0.142
9_N_LTB	2013-12-15	0.120
9_N_LTB	2014-01-15	0.093
9_N_LTB	2014-02-15	0.105
9_N_LTB	2014-03-15	0.132
9_N_LTB	2014-04-15	0.154
9_N_LTB	2014-05-15	0.161
9_N_LTB	2014-06-15	0.179
9_N_LTB	2014-07-15	0.199
9_N_LTB	2014-08-15	0.204
9_N_LTB	2014-09-15	0.189
9_N_LTB	2014-10-15	0.169
9_N_LTB	2014-11-15	0.140
9_N_LTB	2014-12-15	0.114
9_N_LTB	2015-01-15	0.096
9_N_LTB	2015-02-15	0.093
9_N_LTB	2015-04-15	0.150
9_N_LTB	2015-05-15	0.148
9_N_LTB	2015-06-15	0.150
9_N_LTB	2015-07-15	0.182
9_N_LTB	2015-08-15	0.201
9_N_LTB	2015-09-15	0.199
9_N_LTB	2015-10-15	0.171
9_N_LTB	2015-11-15	0.144
9_N_LTB	2015-12-15	0.117
9_N_LTB	2016-01-15	0.085
9_N_LTB	2016-02-15	0.094
9_N_LTB	2016-03-15	0.124
9_N_LTB	2016-04-15	0.143
9_N_LTB	2016-05-15	0.161
9_N_LTB	2016-06-15	0.181
9_N_LTB	2016-07-15	0.200
9_N_LTB	2016-08-15	0.212
9_N_LTB	2016-09-15	0.201
9_N_LTB	2016-10-15	0.161
9_N_LTB	2016-11-15	0.144
9_N_LTB	2016-12-15	0.119
10_S_LTB	2005-02-15	0.111
10_S_LTB	2005-03-15	0.115
10_S_LTB	2005-04-15	0.145
10_S_LTB	2005-05-15	0.136
10_S_LTB	2005-06-15	0.192
10_S_LTB	2005-07-15	0.359
10_S_LTB	2005-08-15	0.235
10_S_LTB	2005-09-15	0.253
10_S_LTB	2005-10-15	0.171
10_S_LTB	2005-11-15	0.166
10_S_LTB	2005-12-15	0.116
10_S_LTB	2006-01-15	0.091
10_S_LTB	2006-02-15	0.073
10_S_LTB	2006-03-15	0.085
10_S_LTB	2006-04-15	0.108
10_S_LTB	2006-05-15	0.125
10_S_LTB	2006-06-15	0.188
10_S_LTB	2006-07-15	0.249
10_S_LTB	2006-08-15	0.210
10_S_LTB	2006-09-15	0.282
10_S_LTB	2006-10-15	0.202
10_S_LTB	2006-11-15	0.113
10_S_LTB	2006-12-15	0.082
10_S_LTB	2007-01-15	0.070
10_S_LTB	2007-02-15	0.054
10_S_LTB	2007-03-15	0.073
10_S_LTB	2007-04-15	0.152
10_S_LTB	2007-05-15	0.127
10_S_LTB	2007-06-15	0.158
10_S_LTB	2007-07-15	0.180
10_S_LTB	2007-08-15	0.180
10_S_LTB	2007-09-15	0.139
10_S_LTB	2007-10-15	0.112
10_S_LTB	2007-11-15	0.087
10_S_LTB	2007-12-15	0.083
10_S_LTB	2008-01-15	0.064
10_S_LTB	2008-02-15	0.078
10_S_LTB	2008-03-15	0.100
10_S_LTB	2008-04-15	0.092
10_S_LTB	2008-05-15	0.130
10_S_LTB	2008-06-15	0.175
10_S_LTB	2008-07-15	0.154
10_S_LTB	2008-08-15	0.155
10_S_LTB	2008-09-15	0.143
10_S_LTB	2008-10-15	0.130
10_S_LTB	2008-11-15	0.078
10_S_LTB	2008-12-15	0.058
10_S_LTB	2009-01-15	0.056
10_S_LTB	2009-02-15	0.067
10_S_LTB	2009-03-15	0.064
10_S_LTB	2009-04-15	0.090
10_S_LTB	2009-05-15	0.134
10_S_LTB	2009-06-15	0.170
10_S_LTB	2009-07-15	0.268
10_S_LTB	2009-08-15	0.274
10_S_LTB	2009-09-15	0.221
10_S_LTB	2009-10-15	0.220
10_S_LTB	2009-11-15	0.150
10_S_LTB	2009-12-15	0.119
10_S_LTB	2010-01-15	0.096
10_S_LTB	2010-02-15	0.084
10_S_LTB	2010-03-15	0.111
10_S_LTB	2010-04-15	0.126
10_S_LTB	2010-05-15	0.145
10_S_LTB	2010-06-15	0.183
10_S_LTB	2010-07-15	0.178
10_S_LTB	2010-08-15	0.196
10_S_LTB	2010-09-15	0.182
10_S_LTB	2010-10-15	0.150
10_S_LTB	2010-11-15	0.095
10_S_LTB	2010-12-15	0.106
10_S_LTB	2011-01-15	0.112
10_S_LTB	2011-02-15	0.126
10_S_LTB	2011-03-15	0.137
10_S_LTB	2011-04-15	0.152
10_S_LTB	2011-05-15	0.162
10_S_LTB	2011-06-15	0.182
10_S_LTB	2011-07-15	0.174
10_S_LTB	2011-08-15	0.174
10_S_LTB	2011-09-15	0.172
10_S_LTB	2011-10-15	0.138
10_S_LTB	2011-11-15	0.124
10_S_LTB	2011-12-15	0.117
10_S_LTB	2012-01-15	0.125
10_S_LTB	2012-02-15	0.144
10_S_LTB	2012-03-15	0.143
10_S_LTB	2012-04-15	0.149
10_S_LTB	2012-05-15	0.155
10_S_LTB	2012-06-15	0.159
10_S_LTB	2012-07-15	0.181
10_S_LTB	2012-08-15	0.209
10_S_LTB	2012-09-15	0.212
10_S_LTB	2012-10-15	0.164
10_S_LTB	2012-11-15	0.124
10_S_LTB	2012-12-15	0.128
10_S_LTB	2013-01-15	0.122
10_S_LTB	2013-02-15	0.117
10_S_LTB	2013-03-15	0.122
10_S_LTB	2013-04-15	0.146
10_S_LTB	2013-05-15	0.159
10_S_LTB	2013-06-15	0.165
10_S_LTB	2013-07-15	0.181
10_S_LTB	2013-08-15	0.183
10_S_LTB	2013-09-15	0.174
10_S_LTB	2013-10-15	0.156
10_S_LTB	2013-11-15	0.132
10_S_LTB	2013-12-15	0.126
10_S_LTB	2014-01-15	0.108
10_S_LTB	2014-02-15	0.112
10_S_LTB	2014-03-15	0.127
10_S_LTB	2014-04-15	0.141
10_S_LTB	2014-05-15	0.146
10_S_LTB	2014-06-15	0.156
10_S_LTB	2014-07-15	0.162
10_S_LTB	2014-08-15	0.166
10_S_LTB	2014-09-15	0.158
10_S_LTB	2014-10-15	0.156
10_S_LTB	2014-11-15	0.145
10_S_LTB	2014-12-15	0.116
10_S_LTB	2015-01-15	0.102
10_S_LTB	2015-02-15	0.100
10_S_LTB	2015-04-15	0.120
10_S_LTB	2015-05-15	0.110
10_S_LTB	2015-06-15	0.117
10_S_LTB	2015-07-15	0.150
10_S_LTB	2015-08-15	0.159
10_S_LTB	2015-09-15	0.165
10_S_LTB	2015-10-15	0.169
10_S_LTB	2015-11-15	0.126
10_S_LTB	2015-12-15	0.108
10_S_LTB	2016-01-15	0.084
10_S_LTB	2016-02-15	0.093
10_S_LTB	2016-03-15	0.098
10_S_LTB	2016-04-15	0.103
10_S_LTB	2016-05-15	0.117
10_S_LTB	2016-06-15	0.151
10_S_LTB	2016-07-15	0.165
10_S_LTB	2016-08-15	0.166
10_S_LTB	2016-09-15	0.159
10_S_LTB	2016-10-15	0.119
10_S_LTB	2016-11-15	0.127
10_S_LTB	2016-12-15	0.088
